id,lang,accept_length,tag
0,en,1.323943661971831,s0_flores
1,en,1.3195876288659794,s0_flores
2,en,1.3763440860215055,s0_flores
3,en,1.2307692307692308,s0_flores
4,en,1.3061224489795917,s0_flores
5,en,1.2696629213483146,s0_flores
6,en,1.1636363636363636,s0_flores
7,en,1.2190476190476192,s0_flores
8,en,1.3253012048192772,s0_flores
9,en,1.2427184466019416,s0_flores
10,en,1.2190476190476192,s0_flores
11,en,1.2549019607843137,s0_flores
12,en,1.1962616822429906,s0_flores
13,en,1.3763440860215055,s0_flores
14,en,1.28,s0_flores
15,en,1.2549019607843137,s0_flores
16,en,1.391304347826087,s0_flores
17,en,1.3195876288659794,s0_flores
18,en,1.2427184466019416,s0_flores
19,en,1.3195876288659794,s0_flores
20,en,1.1327433628318584,s0_flores
21,en,1.28,s0_flores
22,en,1.2307692307692308,s0_flores
23,en,1.1851851851851851,s0_flores
24,en,1.3061224489795917,s0_flores
25,en,1.2475247524752475,s0_flores
26,en,1.25,s0_flores
27,en,1.2190476190476192,s0_flores
28,en,1.1428571428571428,s0_flores
29,en,1.2033898305084745,s0_flores
30,en,1.2427184466019416,s0_flores
31,en,1.2673267326732673,s0_flores
32,en,1.2586206896551724,s0_flores
33,en,1.3333333333333333,s0_flores
34,en,1.7777777777777777,s0_flores
35,en,1.3636363636363635,s0_flores
36,en,1.3617021276595744,s0_flores
37,en,1.2075471698113207,s0_flores
38,en,1.1962616822429906,s0_flores
39,en,1.3272727272727274,s0_flores
40,en,1.3763440860215055,s0_flores
41,en,1.2190476190476192,s0_flores
42,en,1.2190476190476192,s0_flores
43,en,1.28,s0_flores
44,en,1.2190476190476192,s0_flores
45,en,1.292929292929293,s0_flores
46,en,1.2673267326732673,s0_flores
47,en,1.3150684931506849,s0_flores
48,en,1.2307692307692308,s0_flores
49,en,1.2427184466019416,s0_flores
0,hi,1.6623376623376624,s0_flores
1,hi,1.5058823529411764,s0_flores
2,hi,1.620253164556962,s0_flores
3,hi,1.6,s0_flores
4,hi,1.7066666666666668,s0_flores
5,hi,1.5421686746987953,s0_flores
6,hi,1.620253164556962,s0_flores
7,hi,1.6,s0_flores
8,hi,1.3617021276595744,s0_flores
9,hi,1.5609756097560976,s0_flores
10,hi,1.8028169014084507,s0_flores
11,hi,1.5802469135802468,s0_flores
12,hi,1.4545454545454546,s0_flores
13,hi,1.5609756097560976,s0_flores
14,hi,1.641025641025641,s0_flores
15,hi,1.5802469135802468,s0_flores
16,hi,1.5421686746987953,s0_flores
17,hi,1.6623376623376624,s0_flores
18,hi,1.4382022471910112,s0_flores
19,hi,1.7066666666666668,s0_flores
20,hi,1.471264367816092,s0_flores
21,hi,1.471264367816092,s0_flores
22,hi,1.3333333333333333,s0_flores
23,hi,1.7534246575342465,s0_flores
24,hi,1.4883720930232558,s0_flores
25,hi,1.4883720930232558,s0_flores
26,hi,1.6,s0_flores
27,hi,1.620253164556962,s0_flores
28,hi,1.5802469135802468,s0_flores
29,hi,1.620253164556962,s0_flores
30,hi,1.6623376623376624,s0_flores
31,hi,1.9104477611940298,s0_flores
32,hi,1.4545454545454546,s0_flores
33,hi,1.4883720930232558,s0_flores
34,hi,1.7777777777777777,s0_flores
35,hi,1.4545454545454546,s0_flores
36,hi,1.8285714285714285,s0_flores
37,hi,1.4065934065934067,s0_flores
38,hi,1.391304347826087,s0_flores
39,hi,1.5802469135802468,s0_flores
40,hi,1.5802469135802468,s0_flores
41,hi,1.471264367816092,s0_flores
42,hi,1.471264367816092,s0_flores
43,hi,1.6,s0_flores
44,hi,1.6,s0_flores
45,hi,1.620253164556962,s0_flores
46,hi,1.641025641025641,s0_flores
47,hi,1.5421686746987953,s0_flores
48,hi,1.641025641025641,s0_flores
49,hi,1.6,s0_flores
0,gu,1.7777777777777777,s0_flores
1,gu,1.7066666666666668,s0_flores
2,gu,2.0,s0_flores
3,gu,1.7777777777777777,s0_flores
4,gu,2.0317460317460316,s0_flores
5,gu,1.7777777777777777,s0_flores
6,gu,2.0,s0_flores
7,gu,1.8028169014084507,s0_flores
8,gu,1.8028169014084507,s0_flores
9,gu,2.098360655737705,s0_flores
10,gu,2.0,s0_flores
11,gu,1.6623376623376624,s0_flores
12,gu,1.7534246575342465,s0_flores
13,gu,1.855072463768116,s0_flores
14,gu,2.0317460317460316,s0_flores
15,gu,1.6842105263157894,s0_flores
16,gu,1.7534246575342465,s0_flores
17,gu,1.7066666666666668,s0_flores
18,gu,1.6623376623376624,s0_flores
19,gu,1.9104477611940298,s0_flores
20,gu,1.7777777777777777,s0_flores
21,gu,1.8823529411764706,s0_flores
22,gu,2.0,s0_flores
23,gu,1.8028169014084507,s0_flores
24,gu,1.9393939393939394,s0_flores
25,gu,1.9104477611940298,s0_flores
26,gu,1.855072463768116,s0_flores
27,gu,2.0,s0_flores
28,gu,2.064516129032258,s0_flores
29,gu,1.9104477611940298,s0_flores
30,gu,1.9393939393939394,s0_flores
31,gu,2.064516129032258,s0_flores
32,gu,1.6842105263157894,s0_flores
33,gu,1.9393939393939394,s0_flores
34,gu,1.8028169014084507,s0_flores
35,gu,1.7297297297297298,s0_flores
36,gu,1.9104477611940298,s0_flores
37,gu,1.7777777777777777,s0_flores
38,gu,1.8285714285714285,s0_flores
39,gu,1.7066666666666668,s0_flores
40,gu,2.064516129032258,s0_flores
41,gu,1.6623376623376624,s0_flores
42,gu,1.7534246575342465,s0_flores
43,gu,1.7297297297297298,s0_flores
44,gu,1.8028169014084507,s0_flores
45,gu,1.855072463768116,s0_flores
46,gu,1.8028169014084507,s0_flores
47,gu,2.0,s0_flores
48,gu,1.855072463768116,s0_flores
49,gu,1.9104477611940298,s0_flores
